id,ground_truth_action,ground_truth_product,ground_truth_quantity,tier_0_clean,tier_1_lexical,tier_2_conversational,tier_3_cognitive
cmd_1090,add,pet treats,9,Add 9 pet treats.,add 9 pet treats pls,"Oh, I almost forgot, please add 9 pet treats.","Add 10 pet treats... wait, actually make it 9."
cmd_1091,add,frozen pizza,2,Add 2 frozen pizza.,add 2 frozen pizza,"Hey, I changed my mind, can you add 2 frozen pizza?","Add 1 frozen pizza... wait, actually make it 2."
cmd_1092,update,tomato sauce,2,Update tomato sauce to 2.,update tomt sauce to 2 rn,"So, uh, for the tomato sauce, let's update 2.","Put 3 tomato sauce in there... actually no, update 2 instead."
cmd_1093,update,sugar,5,Update sugar to 5.,update sugar to 5,"Umm, could you go ahead and update 5 sugar?","Update 6 sugar... wait, actually make it 5."
cmd_1094,update,dark chocolate bar,9,Update dark chocolate bar to 9.,update dark chocolate bar to 9,"Oh, I almost forgot, please update 9 dark chocolate bar.","Put 7 dark chocolate bar in there... actually no, update 9 instead."
cmd_1095,add,shampoo,10,Add 10 shampoo.,add 10 shampoo pls,"I was thinking, maybe add 10 shampoo to the list.","I need 9 shampoo, hold on, change that to 10."
cmd_1096,update,usb-c cable,8,Update usb-c cable to 8.,update usb-c cabl to 8,"Uhm, let me see... could you please update 8 usb-c cable?","I need 9 usb-c cable, hold on, change that to 8."
cmd_1097,add,dish soap,3,Add 3 dish soap.,add 3 dish sap,"Oh, I almost forgot, please add 3 dish soap.","Add dish soap, let's say 5 of them... wait, double check that, just do 3."
cmd_1098,add,toothpaste,9,Add 9 toothpaste.,add 9 tothpste pls,"Alright, so I also want to add 9 toothpaste.","Add 12 toothpaste... wait, actually make it 9."
cmd_1099,update,apples,6,Update apples to 6.,update apples to 6,"So, uh, for the apples, let's update 6.","Put 7 apples in there... actually no, update 6 instead."
cmd_1100,remove,fish flakes,4,Remove 4 fish flakes.,remove 4 fish flakes,"So, uh, for the fish flakes, let's remove 4.","Remove fish flakes, let's say 7 of them... wait, double check that, just do 4."
cmd_1101,update,trash bags,5,Update trash bags to 5.,update trash bags to 5 rn,"Uhm, let me see... could you please update 5 trash bags?","Put 6 trash bags in there... actually no, update 5 instead."
cmd_1102,update,paper towels,1,Update paper towels to 1.,update paper towels to 1,"Umm, could you go ahead and update 1 paper towels?","I need 3 paper towels, hold on, change that to 1."
cmd_1103,update,body wash,1,Update body wash to 1.,update bdy wash to 1 pls,"Hey, I changed my mind, can you update 1 body wash?","Update 4 body wash... wait, actually make it 1."
cmd_1104,add,trash bags,4,Add 4 trash bags.,add 4 trash bags,"So, uh, for the trash bags, let's add 4.","Add trash bags, let's say 3 of them... wait, double check that, just do 4."
cmd_1105,add,sponge,7,Add 7 sponge.,add 7 sponge,"Alright, so I also want to add 7 sponge.","I need 10 sponge, hold on, change that to 7."
cmd_1106,add,conditioner,5,Add 5 conditioner.,add 5 conditioner,"Hey, I changed my mind, can you add 5 conditioner?","I need 7 conditioner, hold on, change that to 5."
cmd_1107,update,whole milk,7,Update whole milk to 7.,updte whole milk to 7 pls,"Umm, could you go ahead and update 7 whole milk?","Put 8 whole milk in there... actually no, update 7 instead."
cmd_1108,update,running shoes,7,Update running shoes to 7.,update running shoes to 7,"Hey, I changed my mind, can you update 7 running shoes?","Update running shoes, let's say 5 of them... wait, double check that, just do 7."
cmd_1109,add,eggs,9,Add 9 eggs.,add 9 eggs rn,"Oh, I almost forgot, please add 9 eggs.","Put 7 eggs in there... actually no, add 9 instead."
cmd_1110,remove,frozen pizza,6,Remove 6 frozen pizza.,remove 6 frozen pzz pls,"Hey, I changed my mind, can you remove 6 frozen pizza?","Remove 7 frozen pizza... wait, actually make it 6."
cmd_1111,update,whole milk,3,Update whole milk to 3.,update whole milk to 3,"Hey, I changed my mind, can you update 3 whole milk?","Update 4 whole milk... wait, actually make it 3."
cmd_1112,add,usb-c cable,4,Add 4 usb-c cable.,add 4 usb-c cable rn,"Hey, I changed my mind, can you add 4 usb-c cable?","I need 3 usb-c cable, hold on, change that to 4."
cmd_1113,add,orange juice,2,Add 2 orange juice.,add 2 orange jice pls,"Hey, I changed my mind, can you add 2 orange juice?","Add orange juice, let's say 4 of them... wait, double check that, just do 2."
cmd_1114,add,ground beef,1,Add 1 ground beef.,add 1 grond beef pls,"I was thinking, maybe add 1 ground beef to the list.","Add ground beef, let's say 3 of them... wait, double check that, just do 1."
cmd_1115,remove,toothbrush,10,Remove 10 toothbrush.,remove 10 toothbrush rn,"I was thinking, maybe remove 10 toothbrush to the list.","Remove toothbrush, let's say 12 of them... wait, double check that, just do 10."
cmd_1116,add,black pepper,9,Add 9 black pepper.,add 9 black pepper,"So, uh, for the black pepper, let's add 9.","I need 8 black pepper, hold on, change that to 9."
cmd_1117,update,avocado,7,Update avocado to 7.,update avcdo to 7,"Alright, so I also want to update 7 avocado.","Update avocado, let's say 9 of them... wait, double check that, just do 7."
cmd_1118,update,salt,8,Update salt to 8.,update salt to 8 pls,"Umm, could you go ahead and update 8 salt?","Put 7 salt in there... actually no, update 8 instead."
cmd_1119,add,dog food,4,Add 4 dog food.,add 4 dog food,"Oh, I almost forgot, please add 4 dog food.","I need 6 dog food, hold on, change that to 4."
cmd_1120,update,winter jacket,4,Update winter jacket to 4.,update winter jacket to 4,"Alright, so I also want to update 4 winter jacket.","Put 2 winter jacket in there... actually no, update 4 instead."
cmd_1121,add,laundry detergent,9,Add 9 laundry detergent.,add 9 laundry detergent rn,"Hey, I changed my mind, can you add 9 laundry detergent?","Put 11 laundry detergent in there... actually no, add 9 instead."
cmd_1122,remove,bird seed,10,Remove 10 bird seed.,remove 10 bird seed pls,"So, uh, for the bird seed, let's remove 10.","Put 12 bird seed in there... actually no, remove 10 instead."
cmd_1123,update,eggs,8,Update eggs to 8.,update eggs to 8,"Oh, I almost forgot, please update 8 eggs.","Update 6 eggs... wait, actually make it 8."
cmd_1124,add,whole milk,1,Add 1 whole milk.,add 1 whole milk,"So, uh, for the whole milk, let's add 1.","I need 3 whole milk, hold on, change that to 1."
cmd_1125,update,paper towels,10,Update paper towels to 10.,update paper towels to 10 rn,"Hey, I changed my mind, can you update 10 paper towels?","Update paper towels, let's say 9 of them... wait, double check that, just do 10."
cmd_1126,add,garlic,10,Add 10 garlic.,add 10 garlic rn,"Oh, I almost forgot, please add 10 garlic.","Add 9 garlic... wait, actually make it 10."
cmd_1127,update,cheddar cheese,8,Update cheddar cheese to 8.,updat cheddar cheese to 8,"Alright, so I also want to update 8 cheddar cheese.","Put 11 cheddar cheese in there... actually no, update 8 instead."
cmd_1128,remove,avocado,8,Remove 8 avocado.,remove 8 avocado,"Uhm, let me see... could you please remove 8 avocado?","Put 7 avocado in there... actually no, remove 8 instead."
cmd_1129,update,winter jacket,7,Update winter jacket to 7.,update wntr jcket to 7,"Alright, so I also want to update 7 winter jacket.","Update winter jacket, let's say 5 of them... wait, double check that, just do 7."
cmd_1130,add,sponge,5,Add 5 sponge.,add 5 sponge,"Hey, I changed my mind, can you add 5 sponge?","Put 3 sponge in there... actually no, add 5 instead."
cmd_1131,update,winter jacket,5,Update winter jacket to 5.,update winter jckt to 5 rn,"Umm, could you go ahead and update 5 winter jacket?","Update 3 winter jacket... wait, actually make it 5."
cmd_1132,remove,trash bags,4,Remove 4 trash bags.,remove 4 trsh bags,"Oh, I almost forgot, please remove 4 trash bags.","Remove trash bags, let's say 6 of them... wait, double check that, just do 4."
cmd_1133,update,laundry detergent,3,Update laundry detergent to 3.,update laundry detergent to 3,"Uhm, let me see... could you please update 3 laundry detergent?","Update 4 laundry detergent... wait, actually make it 3."
cmd_1134,add,eggs,2,Add 2 eggs.,add 2 ggs pls,"Uhm, let me see... could you please add 2 eggs?","Add 4 eggs... wait, actually make it 2."
cmd_1135,update,whole milk,6,Update whole milk to 6.,update whole mlk to 6,"Uhm, let me see... could you please update 6 whole milk?","Update 9 whole milk... wait, actually make it 6."
cmd_1136,add,dog food,3,Add 3 dog food.,add 3 dog fod rn,"Uhm, let me see... could you please add 3 dog food?","Add dog food, let's say 1 of them... wait, double check that, just do 3."
cmd_1137,remove,shampoo,9,Remove 9 shampoo.,rmve 9 shampoo,"Oh, I almost forgot, please remove 9 shampoo.","Remove shampoo, let's say 7 of them... wait, double check that, just do 9."
cmd_1138,add,olive oil,1,Add 1 olive oil.,add 1 olive oil rn,"Uhm, let me see... could you please add 1 olive oil?","Put 3 olive oil in there... actually no, add 1 instead."
cmd_1139,add,paper towels,4,Add 4 paper towels.,add 4 paper towels rn,"Alright, so I also want to add 4 paper towels.","I need 5 paper towels, hold on, change that to 4."
cmd_1140,update,t-shirt,9,Update t-shirt to 9.,updt t-shirt to 9,"Uhm, let me see... could you please update 9 t-shirt?","Update t-shirt, let's say 12 of them... wait, double check that, just do 9."
cmd_1141,add,toothbrush,8,Add 8 toothbrush.,add 8 tthbrush,"Uhm, let me see... could you please add 8 toothbrush?","I need 11 toothbrush, hold on, change that to 8."
cmd_1142,update,paper towels,8,Update paper towels to 8.,update paper towels to 8,"Hey, I changed my mind, can you update 8 paper towels?","Put 11 paper towels in there... actually no, update 8 instead."
cmd_1143,add,body wash,6,Add 6 body wash.,add 6 body wash,"Oh, I almost forgot, please add 6 body wash.","Add body wash, let's say 8 of them... wait, double check that, just do 6."
cmd_1144,add,cheddar cheese,7,Add 7 cheddar cheese.,add 7 cheddr cheese rn,"Oh, I almost forgot, please add 7 cheddar cheese.","Put 6 cheddar cheese in there... actually no, add 7 instead."
cmd_1145,update,usb-c cable,4,Update usb-c cable to 4.,update usb-c cable to 4 pls,"Alright, so I also want to update 4 usb-c cable.","Update usb-c cable, let's say 7 of them... wait, double check that, just do 4."
cmd_1146,remove,sugar,3,Remove 3 sugar.,remove 3 sugar pls,"So, uh, for the sugar, let's remove 3.","I need 5 sugar, hold on, change that to 3."
cmd_1147,add,t-shirt,9,Add 9 t-shirt.,add 9 t-shirt pls,"So, uh, for the t-shirt, let's add 9.","I need 8 t-shirt, hold on, change that to 9."
cmd_1148,update,winter jacket,10,Update winter jacket to 10.,update winter jacket to 10,"Uhm, let me see... could you please update 10 winter jacket?","Update winter jacket, let's say 8 of them... wait, double check that, just do 10."
cmd_1149,remove,green tea,4,Remove 4 green tea.,remove 4 green tea,"Alright, so I also want to remove 4 green tea.","I need 5 green tea, hold on, change that to 4."
cmd_1150,update,laundry detergent,4,Update laundry detergent to 4.,update laundry detergent to 4,"Oh, I almost forgot, please update 4 laundry detergent.","Update laundry detergent, let's say 3 of them... wait, double check that, just do 4."
cmd_1151,update,pasta,1,Update pasta to 1.,update pasta to 1,"Alright, so I also want to update 1 pasta.","I need 4 pasta, hold on, change that to 1."
cmd_1152,add,salt,7,Add 7 salt.,add 7 salt pls,"Oh, I almost forgot, please add 7 salt.","Add salt, let's say 5 of them... wait, double check that, just do 7."
cmd_1153,add,laptop sleeve,1,Add 1 laptop sleeve.,add 1 laptop sleev,"Oh, I almost forgot, please add 1 laptop sleeve.","Add 3 laptop sleeve... wait, actually make it 1."
cmd_1154,remove,cat litter,1,Remove 1 cat litter.,remove 1 cat litter,"Oh, I almost forgot, please remove 1 cat litter.","I need 3 cat litter, hold on, change that to 1."
cmd_1155,remove,headphones,3,Remove 3 headphones.,remove 3 headphones,"Oh, I almost forgot, please remove 3 headphones.","Remove headphones, let's say 2 of them... wait, double check that, just do 3."
cmd_1156,update,trash bags,9,Update trash bags to 9.,update trash bags to 9 pls,"Umm, could you go ahead and update 9 trash bags?","I need 8 trash bags, hold on, change that to 9."
cmd_1157,add,orange juice,1,Add 1 orange juice.,add 1 orange juice,"I was thinking, maybe add 1 orange juice to the list.","I need 3 orange juice, hold on, change that to 1."
cmd_1158,remove,usb-c cable,6,Remove 6 usb-c cable.,remove 6 usb-c cable rn,"Umm, could you go ahead and remove 6 usb-c cable?","Put 4 usb-c cable in there... actually no, remove 6 instead."
cmd_1159,remove,Greek yogurt,2,Remove 2 Greek yogurt.,remov 2 greek yogurt pls,"So, uh, for the Greek yogurt, let's remove 2.","Remove Greek yogurt, let's say 4 of them... wait, double check that, just do 2."
cmd_1160,remove,garlic,1,Remove 1 garlic.,remove 1 garlic pls,"Oh, I almost forgot, please remove 1 garlic.","Put 3 garlic in there... actually no, remove 1 instead."
cmd_1161,remove,AA batteries,2,Remove 2 AA batteries.,remove 2 aa btters rn,"Oh, I almost forgot, please remove 2 AA batteries.","Put 1 AA batteries in there... actually no, remove 2 instead."
cmd_1162,add,olive oil,6,Add 6 olive oil.,add 6 olive il,"Umm, could you go ahead and add 6 olive oil?","Add 4 olive oil... wait, actually make it 6."
cmd_1163,add,salmon fillet,1,Add 1 salmon fillet.,add 1 slmn fillet rn,"Hey, I changed my mind, can you add 1 salmon fillet?","Add 3 salmon fillet... wait, actually make it 1."
cmd_1164,update,bird seed,10,Update bird seed to 10.,update bird seed to 10,"So, uh, for the bird seed, let's update 10.","Update bird seed, let's say 11 of them... wait, double check that, just do 10."
cmd_1165,add,conditioner,5,Add 5 conditioner.,add 5 conditioner,"Hey, I changed my mind, can you add 5 conditioner?","Add 4 conditioner... wait, actually make it 5."
cmd_1166,add,trash bags,2,Add 2 trash bags.,add 2 trash bags,"I was thinking, maybe add 2 trash bags to the list.","I need 1 trash bags, hold on, change that to 2."
cmd_1167,remove,black pepper,1,Remove 1 black pepper.,remove 1 black pepper pls,"Uhm, let me see... could you please remove 1 black pepper?","Remove 2 black pepper... wait, actually make it 1."
cmd_1168,add,usb-c cable,6,Add 6 usb-c cable.,add 6 usb-c cable,"Hey, I changed my mind, can you add 6 usb-c cable?","Add usb-c cable, let's say 8 of them... wait, double check that, just do 6."
cmd_1169,update,tofu,5,Update tofu to 5.,update tofu to 5 pls,"Uhm, let me see... could you please update 5 tofu?","Update 3 tofu... wait, actually make it 5."
cmd_1170,add,socks,1,Add 1 socks.,add 1 socks pls,"Uhm, let me see... could you please add 1 socks?","Put 2 socks in there... actually no, add 1 instead."
cmd_1171,update,wireless mouse,7,Update wireless mouse to 7.,update wireless mouse to 7 pls,"Uhm, let me see... could you please update 7 wireless mouse?","Put 8 wireless mouse in there... actually no, update 7 instead."
cmd_1172,remove,black pepper,4,Remove 4 black pepper.,rmv 4 black peppr,"I was thinking, maybe remove 4 black pepper to the list.","I need 7 black pepper, hold on, change that to 4."
cmd_1173,remove,avocado,10,Remove 10 avocado.,remove 10 avcado,"Uhm, let me see... could you please remove 10 avocado?","Remove 13 avocado... wait, actually make it 10."
cmd_1174,update,Greek yogurt,5,Update Greek yogurt to 5.,update greek yogurt to 5 rn,"I was thinking, maybe update 5 Greek yogurt to the list.","Update 7 Greek yogurt... wait, actually make it 5."
cmd_1175,update,gluten-free bread,10,Update gluten-free bread to 10.,update gluten-free bread to 10 rn,"So, uh, for the gluten-free bread, let's update 10.","I need 8 gluten-free bread, hold on, change that to 10."
cmd_1176,remove,pasta,9,Remove 9 pasta.,rmov 9 pasta rn,"Alright, so I also want to remove 9 pasta.","Remove pasta, let's say 10 of them... wait, double check that, just do 9."
